Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Gene ID	WikiPathways	Reactome Pathways	# Protein Pathway Groups	# Razor Peptides	Abundances (Scaled): F12: Sample, A1	Abundances (Scaled): F8: Sample, A2	Abundances (Scaled): F4: Sample, A3	Abundances (Scaled): F11: Sample, B1	Abundances (Scaled): F7: Sample, B2	Abundances (Scaled): F3: Sample, B3	Abundances (Scaled): F10: Sample, C1	Abundances (Scaled): F6: Sample, C2	Abundances (Scaled): F2: Sample, C3	Abundances (Scaled): F9: Sample, D1	Abundances (Scaled): F5: Sample, D2	Abundances (Scaled): F1: Sample, D3	Abundances (Normalized): F12: Sample, A1	Abundances (Normalized): F8: Sample, A2	Abundances (Normalized): F4: Sample, A3	Abundances (Normalized): F11: Sample, B1	Abundances (Normalized): F7: Sample, B2	Abundances (Normalized): F3: Sample, B3	Abundances (Normalized): F10: Sample, C1	Abundances (Normalized): F6: Sample, C2	Abundances (Normalized): F2: Sample, C3	Abundances (Normalized): F9: Sample, D1	Abundances (Normalized): F5: Sample, D2	Abundances (Normalized): F1: Sample, D3	Abundance: F12: Sample, A1	Abundance: F8: Sample, A2	Abundance: F4: Sample, A3	Abundance: F11: Sample, B1	Abundance: F7: Sample, B2	Abundance: F3: Sample, B3	Abundance: F10: Sample, C1	Abundance: F6: Sample, C2	Abundance: F2: Sample, C3	Abundance: F9: Sample, D1	Abundance: F5: Sample, D2	Abundance: F1: Sample, D3	Found in Sample: [S12] F12: Sample, A1	Found in Sample: [S8] F8: Sample, A2	Found in Sample: [S4] F4: Sample, A3	Found in Sample: [S11] F11: Sample, B1	Found in Sample: [S7] F7: Sample, B2	Found in Sample: [S3] F3: Sample, B3	Found in Sample: [S10] F10: Sample, C1	Found in Sample: [S6] F6: Sample, C2	Found in Sample: [S2] F2: Sample, C3	Found in Sample: [S9] F9: Sample, D1	Found in Sample: [S5] F5: Sample, D2	Found in Sample: [S1] F1: Sample, D3	# Protein Groups	Modifications
FALSE	High	Master Protein	A0A0H2XIJ3	Bifunctional autolysin OS=Staphylococcus aureus (strain USA300) OX=367830 GN=atl PE=3 SV=1	0	210.451	39	33	343	33	1256	137.3	9.61	472.85	33				Pf01510, Pf01832, Pf13457		SAUSA300_0955	atl	"A0A0H2XIJ3; saa:SAUSA300_0955"			0	0	67.5	72.7	74.9	96.5	90.2	88	112.6	120.2	117.4	121.4	122.3	116.4	35482809.3	38202144.07	39344519	50738690.4	47384017.59	46255333.88	59167084.07	63185413.39	61699785.42	63807399.21	64285824.51	61157663.55	23141061.82	29901021.46	27390610.92	40740355.57	38305754.04	41403830.98	59167084.07	52391852.49	52200526.2	56893872.88	55979897.7	60368425.47	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XKH5	Aconitate hydratase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=acnA PE=3 SV=1	0	210.244	49	37	458	36	901	98.9	4.98	438.27	37				Pf00330, Pf00694		SAUSA300_1246	acnA	"A0A0H2XKH5; saa:SAUSA300_1246"			0	1	73.8	73	77.3	92.7	91.1	93.4	109.9	112.5	118	118.2	117.5	122.5	90641525.62	89734180.44	94973584.08	113890381.3	111940490.7	114722333.6	135025840.6	138194773.9	145022836.4	145241018.6	144291422.8	150539272.9	59114291.95	70235420.57	66118091.03	91447662.38	90493907.5	102689651.4	135025840.6	114587842.7	122695213.9	129504166.5	125648525.9	148596567.4	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XHM8	Glutamine synthetase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=glnA PE=3 SV=1	0	207.923	53	24	391	24	446	50.8	5.2	631.78	24				Pf00120, Pf03951	66839501	SAUSA300_1201	glnA	"A0A0H2XHM8; saa:SAUSA300_1201"			0	0	77.2	75.4	73.9	95	94.3	96.3	113	107.6	114.5	117	116.2	119.7	206860677.9	201996342.9	198134799.1	254690084.3	252669228.9	258216021.8	302907411.8	288317899.3	307063259.9	313587084.6	311418706.3	320905044.9	134909716.3	158103612.5	137936193.6	204502018.3	204260546.6	231132966.3	302907411.8	239066392.7	259787998.2	279609950.4	271182448.9	316763773.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P00352	Aldehyde dehydrogenase 1A1 OS=Homo sapiens OX=9606 GN=ALDH1A1 PE=1 SV=2	0	206.724	58	27	1356	25	501	54.8	6.73	2715.6	27				Pf00171	216	ENSG00000165092	ALDH1A1	"hsa:216; O00768; P00352; Q5SYR1"	"Folate-alcohol and cancer pathway hypotheses; Fatty acid omega-oxidation; Dopaminergic neurogenesis; Amino acid metabolism; Ethanol effects on histone modifications; Disorders of fructose metabolism; Vitamin A and carotenoid metabolism"	"RA biosynthesis pathway; Ethanol oxidation; Fructose catabolism"	10	2	185.4	183.4	183.4	120.2	127.1	126	53.3	58.4	58.6	41.7	31.4	31	637100870.5	630075649.8	630107439.4	412790290.7	436561888	433015425	183222463.7	200572085	201444016.9	143233450.5	107860970.5	106551924.4	415502349.6	493163564.2	438664092.1	331447719.4	352921367.9	387598488	183222463.7	166309635.8	170429825.9	127714118.2	93925000.39	105176874.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q00610	Clathrin heavy chain 1 OS=Homo sapiens OX=9606 GN=CLTC PE=1 SV=5	0	199.473	29	37	264	37	1675	191.5	5.69	266.56	37				Pf00637, Pf01394, Pf09268, Pf13838	1213	ENSG00000141367	CLTC	"D3DU00; hsa:1213; Q00610; Q6N0A0; Q86TF2"	"Synaptic vesicle pathway; VEGFA-VEGFR2 signaling; Ebola virus infection in host; Fragile X syndrome; 7q11.23 copy number variation syndrome; Complement and coagulation cascades"	"ALK mutants bind TKIs; Signaling by ALK fusions and activated point mutants; Nuclear events stimulated by ALK signaling in cancer; Lysosome Vesicle Biogenesis; Cargo recognition for clathrin-mediated endocytosis; WNT5A-dependent internalization of FZD4; EPH-ephrin mediated repulsion of cells; WNT5A-dependent internalization of FZD2, FZD5 and ROR2; Formation of annular gap junctions; Recycling pathway of L1; MHC class II antigen presentation; RHOV GTPase cycle; RHOU GTPase cycle; LDL clearance; Retrograde neurotrophin signalling; VLDLR internalisation and degradation; Entry of Influenza Virion into Host Cell via Endocytosis"	25	0	188.1	187.9	192.9	128.1	122.1	124.2	60.5	55.7	55.7	30.1	27.7	27	49826506.51	49761399.62	51077632.04	33914604.39	32322432.24	32899489.08	16033170.84	14754421.97	14742053.53	7963249.841	7337118.627	7156714.372	32495687.08	38948512.3	35558893.11	27231547.18	26129804.99	29448817.49	16033170.84	12234018.23	12472376.47	7100432.392	6389140.27	7064357.156	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P14618	Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4	0	197.654	58	26	389	26	531	57.9	7.84	588.42	26				Pf00224, Pf02887	5315	ENSG00000067225	PKM	"A6NFK3; B2R5N8; B3KRY0; B4DFX8; B4DUU6; hsa:5315; P14618; P14786; Q53GK4; Q96E76; Q9BWB5; Q9UCV6; Q9UPF2"	"Photodynamic therapy-induced HIF-1 survival signaling; Amino acid metabolism; Clear cell renal cell carcinoma pathways; Metabolic reprogramming in colon cancer; Aerobic glycolysis; Glycolysis in senescence; Glucose metabolism in triple-negative breast cancer cells; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders"	Neutrophil degranulation	10	0	198.1	197.1	197.9	117.2	116.8	123.3	56.4	51.8	50.2	32.2	29.7	29.4	236940386.8	235815891.4	236781785.8	140258483.1	139701993.3	147526096.3	67430742.37	61936232.16	60010415.79	38517736.32	35478686.46	35135166.19	154527001.9	184574353.2	164841201.1	112619786.3	112936607.4	132052782.8	67430742.37	51356060.92	50771250.84	34344342.83	30894730.73	34681747.77	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss+Acetyl [N-Term]
FALSE	High	Master Protein	A0A0H2XGF8	Pyruvate carboxylase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=pyc PE=4 SV=1	0	194.432	36	33	271	33	1150	128.5	5.31	347.31	33				Pf00289, Pf00364, Pf00682, Pf02436, Pf02785, Pf02786		SAUSA300_1014	pyc	"A0A0H2XGF8; saa:SAUSA300_1014"			0	0	79.3	80.2	76.3	95.3	97.7	92.1	109.3	111.8	110.6	117.3	114.7	115.2	25887851.43	26179075.7	24889920.39	31104448.16	31899468.77	30074145.61	35677554.85	36500734.04	36099193.61	38279189.78	37449800.1	37607664.12	16883453.77	20490501.87	17327702.63	24975147.52	25787876.73	26919810.92	35677554.85	30265546.6	30541385.02	34131642.8	32611170.41	37122338.17	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XJG3	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0995 PE=3 SV=1	0	193.999	45	17	600	17	430	46.4	5	1346.71	17				Pf00198, Pf00364, Pf02817		SAUSA300_0995		"A0A0H2XJG3; saa:SAUSA300_0995"			0	0	77.4	74.4	73	93	98.8	92.4	104	120.6	106.7	125.8	113	121	231846100.5	222805064.7	218703304	278700466	296082742	276903174.2	311643197.5	361307713.4	319606225	376983208.7	338629951.8	362471687.5	151204627	174390709.8	152255441.4	223781023.7	239356501.8	247860111.7	311643197.5	299587822.7	270399856.5	336137109.9	294877917.5	357793999.6	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	P42330	Aldo-keto reductase family 1 member C3 OS=Homo sapiens OX=9606 GN=AKR1C3 PE=1 SV=4	0	193.975	82	23	409	18	323	36.8	7.94	536.9	23				Pf00248	8644	ENSG00000196139	AKR1C3	"A8K2V0; B4DL37; hsa:8644; P42330; Q5T2L1; Q96DJ1; Q96KI8; Q99530; Q9UCX1; Q9UII3; Q9UKL9"	"Ferroptosis; Benzo(a)pyrene metabolism; Metapathway biotransformation Phase I and II; Prostaglandin synthesis and regulation"	"Retinoid metabolism and transport; Synthesis of Prostaglandins (PG) and Thromboxanes (TX); Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol; Synthesis of bile acids and bile salts via 24-hydroxycholesterol; RA biosynthesis pathway; Synthesis of bile acids and bile salts via 27-hydroxycholesterol"	10	5	202.6	193	198.1	124.7	112.3	121	53	54.1	53.1	30	29.8	28.3	356115379.7	339267921.3	348244538.4	219232036.7	197486845.6	212672780.5	93120070.73	95162612.63	93355332.95	52733971.45	52389227.47	49794633.63	232250156.6	265546807.5	242438614	176031171.8	159650509.1	190366539.8	93120070.73	78906590.88	78982406.03	47020250.08	45620377.69	49152035.16	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P29401	Transketolase OS=Homo sapiens OX=9606 GN=TKT PE=1 SV=3	0	191.989	58	28	527	28	623	67.8	7.66	674.68	28				Pf00456, Pf02779, Pf02780	7086	ENSG00000163931	TKT	"A8K089; B4DE31; E7EPA7; hsa:7086; P29401; Q8TBA3; Q96HH3"	"Pentose phosphate metabolism; VEGFA-VEGFR2 signaling; Metabolic reprogramming in colon cancer; Thiamine metabolic pathways"	"NFE2L2 regulates pentose phosphate pathway genes; Pentose phosphate pathway; Insulin effects increased synthesis of Xylulose-5-Phosphate"	7	0	183	195.4	196.6	122.3	125.2	120.2	57.2	54.2	53.5	31.6	29.3	31.4	309708496.6	330619172.9	332622695.1	206979486.1	211914567.2	203380466.3	96808541.3	91745800.23	90512151.44	53460623.91	49597840.22	53182600.13	201984668.3	258777386.1	231563100.9	166193052.9	171314035.9	182048852.5	96808541.3	76073450.73	76576958.91	47668169.82	43189646.29	52496280.03	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P04406	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3	0	191.958	61	18	365	18	335	36	8.46	637.19	18				Pf00044, Pf02800	2597	ENSG00000111640	GAPDH	"E7EUT4; hsa:2597; P00354; P04406; Q53X65"	"Cori cycle; Alzheimer's disease and miRNA effects; HIF1A and PPARG regulation of glycolysis; VEGFA-VEGFR2 signaling; Clear cell renal cell carcinoma pathways; Metabolic reprogramming in colon cancer; Aerobic glycolysis; 7q11.23 copy number variation syndrome; Glycolysis in senescence; Alzheimer's disease; Sildenafil treatment; Glycolysis and gluconeogenesis; Metabolic Epileptic Disorders; Sudden infant death syndrome (SIDS) susceptibility pathways"	"Glycolysis; Gluconeogenesis"	16	0	198	183.5	191.6	119.1	121	130.7	53.6	52	55.7	35.4	29.7	29.7	370200299.2	342949852.8	358209352	222705692.2	226178137.8	244252277.4	100167009.7	97173167.9	104119646.6	66176240.54	55576264.44	55436446.78	241436013.1	268428674.9	249375853	178820324.6	182844861.1	218633812.9	100167009.7	80573695.82	88089452.91	59006050.46	48395639.65	54721040.85	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FG40	Pyruvate kinase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=pyk PE=3 SV=1	0	190.446	49	26	830	26	585	63.1	5.35	1316.14	26				Pf00224, Pf00391, Pf02887		SAUSA300_1644	pyk	"Q2FG40; saa:SAUSA300_1644"			0	0	75.8	76.6	78.2	98.4	96	92.2	113.4	115.4	111.6	116.5	113.9	112	355977792	359794754.8	367141513.3	462128463.6	450729076.4	433267464	532635123.2	542206907.6	523994103.5	547311899.6	534836950	526169844.8	232160425.1	281613269.3	255594186.9	371063537	364374276.7	387824091.7	532635123.2	449585162.2	443320308.9	488010701.4	465734366.4	519379636.4	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P60709	Actin, cytoplasmic 1 OS=Homo sapiens OX=9606 GN=ACTB PE=1 SV=1	0	188.487	61	21	528	11	375	41.7	5.48	778.8	21				Pf00022	60	ENSG00000075624	ACTB	"hsa:60; P02570; P60709; P70514; P99021; Q11211; Q64316; Q75MN2; Q96B34; Q96HG5"	"Arrhythmogenic right ventricular cardiomyopathy; Pathogenic Escherichia coli infection; Common pathways underlying drug addiction; Myometrial relaxation and contraction pathways; Focal adhesion; Fas ligand pathway and stress induction of heat shock proteins; Ebola virus infection in host; Acute viral myocarditis; Thermogenesis; Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; Overlap between signal transduction pathways contributing to LMNA laminopathies; Pleural mesothelioma; Regulation of actin cytoskeleton; Network map of SARS-CoV-2 signaling pathway"	"UCH proteinases; Signaling by BRAF and RAF1 fusions; Signaling by moderate kinase activity BRAF mutants; Paradoxical activation of RAF signaling by kinase inactive BRAF; Signaling downstream of RAS mutants; Signaling by RAF1 mutants; MAP2K and MAPK activation; Signaling by high-kinase activity BRAF mutants; VEGFA-VEGFR2 Pathway; Regulation of actin dynamics for phagocytic cup formation; FCGR3A-mediated phagocytosis; Recycling pathway of L1; Sensory processing of sound by inner hair cells of the cochlea; Sensory processing of sound by outer hair cells of the cochlea; RHO GTPases Activate WASPs and WAVEs; Translocation of SLC2A4 (GLUT4) to the plasma membrane; RHO GTPases activate IQGAPs; RHO GTPases Activate Formins; RHOF GTPase cycle; B-WICH complex positively regulates rRNA expression; Clathrin-mediated endocytosis; EPHB-mediated forward signaling; Factors involved in megakaryocyte development and platelet production; EPH-ephrin mediated repulsion of cells; HATs acetylate histones; Interaction between L1 and Ankyrins; Prefoldin mediated transfer of substrate  to CCT/TriC; Adherens junctions interactions; DNA Damage Recognition in GG-NER; Formation of annular gap junctions; Folding of actin by CCT/TriC; Cell-extracellular matrix interactions"	47	15	197.2	200.6	189.5	117.2	120.6	123.6	53.7	54.9	53.2	29.6	29.6	30.4	865061719.3	880037061.2	831431400.2	513893339.9	528839857.6	542046325.6	235733688	240683364.9	233463684.6	129692546.8	129729975.4	133216744.8	564173105.9	688809691.1	578820495.5	412627863	427519879.9	485193653.8	235733688	199568961.8	197519766.1	115640370.3	112968462.5	131497586.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FIL7	Enolase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=eno PE=3 SV=1	0	188.31	61	22	2229	22	434	47.1	4.65	2775.08	22				Pf00113, Pf03952		SAUSA300_0760	eno	"Q2FIL7; saa:SAUSA300_0760"			0	0	75.7	76.6	76.4	95.8	97.2	97.5	110.9	110.9	111.4	119.9	116.7	110.9	900127125	910700444.5	908566620.1	1139086944	1155334083	1159345995	1318237112	1318581234	1323766070	1425557806	1387549182	1317742632	587041946.8	712810084.4	632519990.5	914623668	933984610.6	1037747684	1318237112	1093336417	1119959898	1271098738	1208273548	1300737197	High	High	High	High	High	High	High	High	High	High	High	High	1	Met-loss [N-Term]
FALSE	High	Master Protein	Q2FHG9	Translation initiation factor IF-2 OS=Staphylococcus aureus (strain USA300) OX=367830 GN=infB PE=3 SV=1	0	187.626	42	25	548	25	705	77.8	5.2	747.16	25				Pf00009, Pf04760, Pf11987		SAUSA300_1162	infB	"Q2FHG9; saa:SAUSA300_1162"			0	0	80	74.9	76.6	96.1	92.4	95.5	112.4	110.9	115.1	116.7	115.5	113.7	97804917.88	91553730.35	93665471.58	117453703.9	112980470.2	116684630.6	137383494.7	135496066.6	140671957.8	142656866.9	141164801.3	138979495.5	63786089.55	71659591.97	65207417.79	94308812.92	91334638.21	104446132.4	137383494.7	112350138.4	119014193.8	127200007.4	122925873.6	137185968.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	A0A0H2XHG3	Probable malate:quinone oxidoreductase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=mqo PE=3 SV=1	0	184.021	52	23	696	23	498	56	6.55	1148.37	23				Pf06039		SAUSA300_2541	mqo	"A0A0H2XHG3; saa:SAUSA300_2541"			0	0	74.1	77.7	74.3	99.3	94.1	95.3	113.7	107.4	110.5	114.8	115.8	123	258071452.5	270803974.6	259066591.6	346046090.4	328034393.5	332112265.6	396124470.1	374118460	384923833.6	400101940.1	403615953.8	428744626.3	168308190.8	211959712.1	180355291.9	277855826.7	265186563.6	297278583	396124470.1	310210191.3	325661208.2	356750928.6	351467527.6	423211687.9	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P05787	Keratin, type II cytoskeletal 8 OS=Homo sapiens OX=9606 GN=KRT8 PE=1 SV=7	0	183.967	57	35	717	30	483	53.7	5.59	1080.02	35				Pf00038, Pf16208	3856	ENSG00000170421	KRT8	"A8K4H3; B0AZN5; F8VXB4; hsa:3856; P05787; Q14099; Q14716; Q14717; Q53GJ0; Q6DHW5; Q6GMY0; Q6P4C7; Q96J60"	"Primary focal segmental glomerulosclerosis (FSGS); Acute viral myocarditis"	Formation of the cornified envelope	4	5	191.5	200.4	202.9	119.5	120.5	118.6	51.9	55.3	52.1	29.4	28.7	29.1	2206528396	2309005486	2338349551	1377480161	1388344547	1366822901	598097556.5	637623232.4	600167940.4	338780378.1	330624088.6	335519583.7	1439046430	1807270881	1627896956	1106040205	1122352799	1223463320	598097556.5	528702125.2	507766470.9	302073552.7	287906436.6	331189712	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FIL9	Triosephosphate isomerase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=tpiA PE=3 SV=1	0	182.824	72	21	574	21	253	27.2	4.87	838.85	21				Pf00121		SAUSA300_0758	tpiA	"Q2FIL9; saa:SAUSA300_0758"			0	0	73.6	78	73.7	89.4	99.5	90.3	116.8	112.5	109.9	124.4	116	116	192545175.4	203974156.6	192689642.4	233600709.8	260135428.8	235973892.5	305285889.9	294028313	287231578.5	325263104.8	303303152.6	303171892.6	125573479	159651657.9	134145419.9	187568419.7	210296303.7	211223708.6	305285889.9	243801332.9	243009589.7	290020874.8	264115449.8	299259467.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FF24	ATP synthase subunit beta OS=Staphylococcus aureus (strain USA300) OX=367830 GN=atpD PE=3 SV=1	0	182.733	61	25	740	23	470	51.4	4.82	961.91	25				Pf00006, Pf02874		SAUSA300_2058	atpD	"Q2FF24; saa:SAUSA300_2058"			0	2	80.1	77.1	80.1	92.7	93.6	93.8	106.2	107.8	108.9	124	120.8	114.9	188171330.5	181214603	188126450.7	217674299.7	219926731.6	220390777.5	249534361.2	253231944.3	255908253.5	291390977.7	283844017.3	269868184.7	122720959.2	141837634.2	130968646.8	174780395.4	177791156.5	197275032.6	249534361.2	209973947.5	216508783.6	259818789.8	247170494.8	266385542.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P07355	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	0	180.611	64	26	497	26	339	38.6	7.75	829.05	26				Pf00191	302	ENSG00000182718	ANXA2	"hsa:302; P07355; Q567R4; Q6N0B3; Q8TBV2; Q96DD5; Q9UDH8"	"Gastrin signaling pathway; CCL18 signaling pathway; Prostaglandin synthesis and regulation"	"Neutrophil degranulation; Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation; Smooth Muscle Contraction; Dissolution of Fibrin Clot"	7	0	192.3	190.3	182.5	118.7	124.8	128.9	57.4	54	56.6	32.5	30.4	31.5	545497776.1	539725546	517838289.3	336691865.1	354172732.9	365741570	162736806.4	153274711.1	160684341.5	92313576.12	86110562.11	89409655.53	355760944.8	422446057.2	360505286.6	270344902.3	286317080.8	327380669	162736806.4	127091770.5	135945483.8	82311407.93	74984811.88	88255826.21	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	P42704	Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens OX=9606 GN=LRPPRC PE=1 SV=3	0	179.625	37	40	227	40	1394	157.8	6.13	297.67	40				Pf01535	10128	ENSG00000138095	LRPPRC	"A0PJE3; A8K1V1; hsa:10128; P42704; Q53PC0; Q53QN7; Q6ZUD8; Q7Z7A6; Q96D84"	Ciliary landscape	"Respiratory electron transport; TP53 Regulates Metabolic Genes; Cytoprotection by HMOX1"	4	0	173.2	168.7	174.4	118.9	116.6	123	61.5	63.6	65.9	44.3	43.9	45.8	69702035.59	67883713.72	70187511.57	47861084.49	46930774.02	49489906.37	24763506.29	25607782.3	26519456.14	17834916.8	17663252.66	18431919.03	45458044.24	53132943.98	48862684.55	38429797.55	37939347.02	44299144.48	24763506.29	21233368.29	22436537.75	15902505.07	15381105.93	18194055.58	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FF45	DEAD-box ATP-dependent RNA helicase CshA OS=Staphylococcus aureus (strain USA300) OX=367830 GN=cshA PE=3 SV=1	0	178.725	52	21	412	21	506	56.9	9.48	547.08	21				Pf00270, Pf00271		SAUSA300_2037	cshA	"Q2FF45; saa:SAUSA300_2037"			0	0	78.8	66.6	76	95.2	96.6	95.5	112.9	112.7	114.7	119	114.5	117.5	77832914.55	65770848.69	75129388.16	94112387.81	95515396.7	94413199.89	111560846.8	111354708.5	113352332.2	117596499.1	113151753	116134872.1	50760814.13	51479193.28	52303088	75567030.06	77215683.24	84510646.52	111560846.8	92332694.37	95900680.12	104854928.3	98532197.52	114636154.6	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FG54	Threonine--tRNA ligase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=thrS PE=3 SV=1	0	178.201	50	30	383	30	645	74.4	5.39	548.66	30				Pf00587, Pf02824, Pf03129, Pf07973		SAUSA300_1629	thrS	"Q2FG54; saa:SAUSA300_1629"			0	0	80.1	74.3	74.9	93.9	93.6	91.4	112.1	113.4	113.8	114.3	122.3	116	94632727.36	87877025.23	88528666.21	111053843.7	110585378.7	108040824.8	132485012.3	134039923.4	134546684.5	135085687.3	144523112.8	137067475.8	61717260.77	68781815.31	61631310.09	89170079.98	89398420.21	96708934.42	132485012.3	111142738.8	113831963.6	120449164.5	125850280.9	135298623.5	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FHH5	Proline--tRNA ligase OS=Staphylococcus aureus (strain USA300) OX=367830 GN=proS PE=3 SV=1	0	177.696	57	26	346	26	567	63.8	5.21	478.48	26				Pf00587, Pf03129, Pf04073		SAUSA300_1156	proS	"Q2FHH5; saa:SAUSA300_1156"			0	0	75.5	72.8	77	93.8	91.1	94.7	107.9	111.9	112.9	117	122.5	123	78368118.36	75539674.34	79861866.09	97339780.72	94540667.67	98251757.47	111954179.5	116074525.1	117164729.1	121417777.6	127138018.1	127648740.4	51109861.59	59125305.11	55597713.65	78158447.65	76427701.72	87946595.97	111954179.5	96246254.83	99126122.9	108262171.6	110711394	126001436.7	High	High	High	High	High	High	High	High	High	High	High	High	1	
FALSE	High	Master Protein	Q2FFJ6	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B OS=Staphylococcus aureus (strain USA300) OX=367830 GN=gatB PE=3 SV=1	0	176.9	59	27	346	27	475	53.6	5.14	482.25	27				Pf02637, Pf02934		SAUSA300_1880	gatB	"Q2FFJ6; saa:SAUSA300_1880"			0	0	77.5	76.1	77.2	97.1	95.2	90.1	111.3	112.4	111.5	117.4	117.7	116.4	115622585.8	113431653.2	115061721	144796814.4	142026408.2	134297795.8	166018393.7	167685915.6	166346976	175144624.5	175549558.7	173551416.7	75406357.61	88783558.63	80102919.34	116263814.8	114815689.7	120211936	166018393.7	139041200.9	140736302.8	156167719.2	152868014.3	171311740.1	High	High	High	High	High	High	High	High	High	High	High	High	1	
